'Elapsed time','MLII','V5'
7.494,-0.530,0.050
7.497,-0.410,0.150
7.500,-0.255,0.245
7.503,-0.105,0.345
7.506,0.105,0.445
7.508,0.355,0.530
7.511,0.600,0.595
7.514,0.810,0.520
7.517,0.890,0.275
7.519,0.830,-0.085
7.522,0.580,-0.300
7.525,0.185,-0.335
7.528,-0.205,-0.285
7.531,-0.450,-0.250
7.533,-0.525,-0.245
7.536,-0.495,-0.235
7.539,-0.465,-0.215
7.542,-0.435,-0.230
7.544,-0.415,-0.230
7.547,-0.415,-0.240
7.550,-0.415,-0.235
7.553,-0.400,-0.235
7.556,-0.395,-0.245
7.558,-0.405,-0.255
7.561,-0.425,-0.250
7.564,-0.435,-0.240
7.567,-0.415,-0.225
7.569,-0.415,-0.230
7.572,-0.415,-0.250
7.575,-0.415,-0.240
7.578,-0.430,-0.255
7.581,-0.420,-0.230
7.583,-0.410,-0.225
7.586,-0.405,-0.225
7.589,-0.420,-0.225
7.592,-0.410,-0.230
7.594,-0.420,-0.240
7.597,-0.400,-0.225
7.600,-0.395,-0.215
7.603,-0.385,-0.215
7.606,-0.400,-0.225
7.608,-0.400,-0.235
7.611,-0.400,-0.240
7.614,-0.400,-0.225
7.617,-0.395,-0.205
7.619,-0.400,-0.210
7.622,-0.400,-0.225
7.625,-0.400,-0.230
7.628,-0.410,-0.235
7.631,-0.395,-0.225
7.633,-0.410,-0.215
7.636,-0.400,-0.220
7.639,-0.395,-0.230
7.642,-0.405,-0.235
7.644,-0.410,-0.230
7.647,-0.415,-0.215
7.650,-0.405,-0.215
7.653,-0.400,-0.215
7.656,-0.395,-0.225
7.658,-0.405,-0.235
7.661,-0.415,-0.235
7.664,-0.405,-0.230
7.667,-0.415,-0.215
7.669,-0.410,-0.225
7.672,-0.405,-0.225
7.675,-0.405,-0.235
7.678,-0.410,-0.245
7.681,-0.405,-0.240
7.683,-0.400,-0.225
7.686,-0.395,-0.210
7.689,-0.405,-0.230
7.692,-0.405,-0.230
7.694,-0.400,-0.245
7.697,-0.395,-0.220
7.700,-0.390,-0.225
7.703,-0.395,-0.235
7.706,-0.390,-0.245
7.708,-0.395,-0.250
7.711,-0.420,-0.250
7.714,-0.415,-0.240
7.717,-0.405,-0.240
7.719,-0.400,-0.245
7.722,-0.400,-0.250
7.725,-0.415,-0.270
7.728,-0.420,-0.270
7.731,-0.410,-0.265
7.733,-0.395,-0.260
7.736,-0.400,-0.280
7.739,-0.405,-0.295
7.742,-0.415,-0.295
7.744,-0.435,-0.315
7.747,-0.415,-0.310
7.750,-0.415,-0.305
7.753,-0.400,-0.310
7.756,-0.405,-0.325
7.758,-0.420,-0.330
7.761,-0.430,-0.350
7.764,-0.425,-0.340
7.767,-0.410,-0.335
7.769,-0.410,-0.350
7.772,-0.405,-0.350
7.775,-0.415,-0.370
7.778,-0.425,-0.365
7.781,-0.425,-0.355
7.783,-0.420,-0.335
7.786,-0.410,-0.355
7.789,-0.410,-0.365
7.792,-0.420,-0.370
7.794,-0.430,-0.360
7.797,-0.425,-0.335
7.800,-0.420,-0.315
7.803,-0.405,-0.315
7.806,-0.415,-0.305
7.808,-0.410,-0.285
7.811,-0.410,-0.285
7.814,-0.385,-0.270
7.817,-0.370,-0.240
7.819,-0.360,-0.230
7.822,-0.350,-0.220
7.825,-0.350,-0.220
7.828,-0.350,-0.200
7.831,-0.335,-0.180
7.833,-0.320,-0.175
7.836,-0.305,-0.180
7.839,-0.315,-0.185
7.842,-0.315,-0.190
7.844,-0.320,-0.185
7.847,-0.305,-0.180
7.850,-0.305,-0.175
7.853,-0.295,-0.170
7.856,-0.290,-0.165
7.858,-0.295,-0.175
7.861,-0.295,-0.170
7.864,-0.285,-0.165
7.867,-0.285,-0.155
7.869,-0.270,-0.160
7.872,-0.280,-0.160
7.875,-0.280,-0.165
7.878,-0.295,-0.165
7.881,-0.280,-0.160
7.883,-0.285,-0.145
7.886,-0.275,-0.150
7.889,-0.285,-0.160
7.892,-0.295,-0.165
7.894,-0.305,-0.175
7.897,-0.295,-0.150
7.900,-0.285,-0.140
7.903,-0.285,-0.155
7.906,-0.290,-0.160
7.908,-0.300,-0.175
7.911,-0.310,-0.175
7.914,-0.295,-0.170
7.917,-0.300,-0.160
7.919,-0.290,-0.155
7.922,-0.285,-0.165
7.925,-0.305,-0.175
7.928,-0.310,-0.180
7.931,-0.300,-0.170
7.933,-0.295,-0.165
7.936,-0.305,-0.170
7.939,-0.300,-0.185
7.942,-0.305,-0.185
7.944,-0.320,-0.180
7.947,-0.320,-0.175
7.950,-0.310,-0.170
7.953,-0.300,-0.180
7.956,-0.310,-0.185
7.958,-0.320,-0.200
7.961,-0.340,-0.195
7.964,-0.330,-0.185
7.967,-0.310,-0.175
7.969,-0.315,-0.180
7.972,-0.325,-0.185
7.975,-0.325,-0.205
7.978,-0.345,-0.210
7.981,-0.330,-0.190
7.983,-0.320,-0.185
7.986,-0.320,-0.190
7.989,-0.335,-0.200
7.992,-0.335,-0.205
7.994,-0.355,-0.215
7.997,-0.340,-0.200
8.000,-0.320,-0.180
8.003,-0.315,-0.185
8.006,-0.330,-0.200
8.008,-0.340,-0.205
8.011,-0.340,-0.200
8.014,-0.350,-0.205
8.017,-0.330,-0.190
8.019,-0.330,-0.190
8.022,-0.340,-0.180
8.025,-0.350,-0.205
8.028,-0.355,-0.200
8.031,-0.345,-0.195
8.033,-0.335,-0.180
8.036,-0.335,-0.185
8.039,-0.340,-0.185
8.042,-0.340,-0.200
8.044,-0.345,-0.200
8.047,-0.335,-0.180
8.050,-0.335,-0.180
8.053,-0.325,-0.185
8.056,-0.325,-0.185
8.058,-0.335,-0.200
8.061,-0.340,-0.195
8.064,-0.340,-0.175
8.067,-0.320,-0.175
8.069,-0.315,-0.185
8.072,-0.320,-0.190
8.075,-0.335,-0.195
8.078,-0.335,-0.205
8.081,-0.320,-0.185
8.083,-0.325,-0.160
8.086,-0.315,-0.170
8.089,-0.320,-0.190
8.092,-0.320,-0.190
8.094,-0.345,-0.190
8.097,-0.335,-0.180
8.100,-0.320,-0.170
8.103,-0.310,-0.160
8.106,-0.320,-0.170
8.108,-0.320,-0.185
8.111,-0.340,-0.195
8.114,-0.330,-0.180
8.117,-0.320,-0.175
8.119,-0.310,-0.170
8.122,-0.310,-0.170
8.125,-0.310,-0.195
8.128,-0.295,-0.200
8.131,-0.280,-0.180
8.133,-0.255,-0.170
8.136,-0.250,-0.175
8.139,-0.250,-0.180
8.142,-0.255,-0.180
8.144,-0.260,-0.170
8.147,-0.240,-0.155
8.150,-0.220,-0.135
8.153,-0.230,-0.145
8.156,-0.230,-0.160
8.158,-0.215,-0.160
8.161,-0.220,-0.160
8.164,-0.225,-0.140
8.167,-0.230,-0.120
8.169,-0.230,-0.120
8.172,-0.235,-0.130
8.175,-0.245,-0.130
8.178,-0.255,-0.125
8.181,-0.240,-0.125
8.183,-0.235,-0.115
8.186,-0.245,-0.110
8.189,-0.235,-0.130
8.192,-0.230,-0.145
8.194,-0.220,-0.155
8.197,-0.195,-0.140
8.200,-0.220,-0.140
8.203,-0.245,-0.145
8.206,-0.260,-0.150
8.208,-0.270,-0.160
8.211,-0.290,-0.165
8.214,-0.300,-0.160
8.217,-0.305,-0.150
8.219,-0.305,-0.165
8.222,-0.320,-0.185
8.225,-0.330,-0.180
8.228,-0.350,-0.185
8.231,-0.350,-0.170
8.233,-0.335,-0.155
8.236,-0.335,-0.175
8.239,-0.335,-0.190
8.242,-0.340,-0.195
8.244,-0.350,-0.195
8.247,-0.350,-0.180
8.250,-0.345,-0.175
8.253,-0.335,-0.180
8.256,-0.345,-0.180
8.258,-0.355,-0.190
8.261,-0.370,-0.170
8.264,-0.350,-0.180
8.267,-0.345,-0.175
8.269,-0.335,-0.180
8.272,-0.335,-0.185
8.275,-0.335,-0.200
8.278,-0.355,-0.195
8.281,-0.355,-0.200
8.283,-0.345,-0.225
8.286,-0.355,-0.255
8.289,-0.395,-0.295
8.292,-0.450,-0.330
8.294,-0.480,-0.340
8.297,-0.505,-0.305
8.300,-0.525,-0.195
8.303,-0.545,-0.065
8.306,-0.500,0.070
8.308,-0.395,0.180
8.311,-0.255,0.285
8.314,-0.070,0.415
8.317,0.145,0.555
8.319,0.425,0.670
8.322,0.685,0.700
8.325,0.875,0.555
8.328,0.925,0.210
8.331,0.795,-0.125
8.333,0.470,-0.265
8.336,0.020,-0.240
8.339,-0.325,-0.215
8.342,-0.470,-0.215
8.344,-0.485,-0.230
8.347,-0.410,-0.220
8.350,-0.365,-0.210
8.353,-0.355,-0.235
8.356,-0.365,-0.235
8.358,-0.380,-0.235
8.361,-0.385,-0.230
8.364,-0.380,-0.225
8.367,-0.370,-0.210
8.369,-0.370,-0.215
8.372,-0.375,-0.225
8.375,-0.385,-0.240
8.378,-0.395,-0.250
8.381,-0.385,-0.230
8.383,-0.380,-0.230
8.386,-0.385,-0.225
8.389,-0.375,-0.230
8.392,-0.390,-0.240
8.394,-0.405,-0.235
8.397,-0.405,-0.230
8.400,-0.390,-0.225
8.403,-0.385,-0.230
8.406,-0.385,-0.245
8.408,-0.390,-0.235
8.411,-0.410,-0.235
8.414,-0.400,-0.220
8.417,-0.390,-0.220
8.419,-0.385,-0.225
8.422,-0.385,-0.230
8.425,-0.395,-0.245
8.428,-0.390,-0.225
8.431,-0.395,-0.220
8.433,-0.380,-0.210
8.436,-0.375,-0.210
8.439,-0.380,-0.220
8.442,-0.385,-0.240
8.444,-0.400,-0.235
8.447,-0.385,-0.225
8.450,-0.380,-0.210
8.453,-0.375,-0.200
8.456,-0.380,-0.225
8.458,-0.395,-0.225
8.461,-0.395,-0.225
8.464,-0.385,-0.225
8.467,-0.375,-0.215
8.469,-0.370,-0.215
8.472,-0.365,-0.235
8.475,-0.385,-0.240
8.478,-0.395,-0.240
8.481,-0.385,-0.235
8.483,-0.385,-0.220
8.486,-0.370,-0.225
8.489,-0.375,-0.235
8.492,-0.370,-0.245
8.494,-0.375,-0.245
8.497,-0.375,-0.230
8.500,-0.370,-0.225
8.503,-0.355,-0.220
8.506,-0.365,-0.245
8.508,-0.380,-0.250
8.511,-0.375,-0.255
8.514,-0.370,-0.255
8.517,-0.380,-0.240
8.519,-0.365,-0.250
8.522,-0.370,-0.260
8.525,-0.375,-0.275
8.528,-0.390,-0.285
8.531,-0.380,-0.275
8.533,-0.375,-0.280
8.536,-0.380,-0.290
8.539,-0.370,-0.300
8.542,-0.375,-0.305
8.544,-0.380,-0.315
8.547,-0.385,-0.310
8.550,-0.385,-0.315
8.553,-0.370,-0.325
8.556,-0.375,-0.335
8.558,-0.375,-0.350
8.561,-0.380,-0.345
8.564,-0.380,-0.340
8.567,-0.380,-0.335
8.569,-0.380,-0.350
8.572,-0.375,-0.360
8.575,-0.390,-0.370
8.578,-0.395,-0.365
8.581,-0.385,-0.360
8.583,-0.385,-0.345
8.586,-0.375,-0.340
8.589,-0.375,-0.350
8.592,-0.385,-0.355
8.594,-0.385,-0.345
8.597,-0.390,-0.325
8.600,-0.370,-0.305
8.603,-0.365,-0.300
8.606,-0.365,-0.285
8.608,-0.375,-0.285
8.611,-0.385,-0.280
8.614,-0.350,-0.265
8.617,-0.345,-0.230
8.619,-0.325,-0.235
8.622,-0.325,-0.240
8.625,-0.330,-0.245
8.628,-0.325,-0.225
8.631,-0.325,-0.215
8.633,-0.315,-0.195
8.636,-0.315,-0.180
8.639,-0.315,-0.180
8.642,-0.300,-0.190
8.644,-0.300,-0.180
8.647,-0.285,-0.165
8.650,-0.270,-0.140
8.653,-0.265,-0.155
8.656,-0.260,-0.165
8.658,-0.275,-0.160
8.661,-0.285,-0.155
8.664,-0.265,-0.145
8.667,-0.255,-0.135
8.669,-0.250,-0.150
8.672,-0.270,-0.165
8.675,-0.280,-0.170
8.678,-0.285,-0.150
8.681,-0.285,-0.145
8.683,-0.280,-0.145
8.686,-0.270,-0.145
8.689,-0.270,-0.160
8.692,-0.270,-0.170
8.694,-0.285,-0.170
8.697,-0.280,-0.155
8.700,-0.275,-0.135
8.703,-0.270,-0.145
8.706,-0.265,-0.155
8.708,-0.275,-0.165
8.711,-0.290,-0.180
8.714,-0.285,-0.165
8.717,-0.285,-0.150
8.719,-0.275,-0.160
8.722,-0.270,-0.150
8.725,-0.280,-0.170
8.728,-0.295,-0.175
8.731,-0.280,-0.165
8.733,-0.270,-0.155
8.736,-0.270,-0.165
8.739,-0.275,-0.175
8.742,-0.285,-0.180
8.744,-0.300,-0.175
8.747,-0.295,-0.165
8.750,-0.290,-0.160
8.753,-0.295,-0.165
8.756,-0.300,-0.185
8.758,-0.290,-0.195
8.761,-0.305,-0.185
8.764,-0.295,-0.185
8.767,-0.290,-0.170
8.769,-0.295,-0.175
8.772,-0.290,-0.170
8.775,-0.310,-0.185
8.778,-0.320,-0.180
8.781,-0.315,-0.185
8.783,-0.315,-0.180
8.786,-0.300,-0.175
8.789,-0.305,-0.185
8.792,-0.315,-0.190
8.794,-0.330,-0.185
8.797,-0.320,-0.170
8.800,-0.305,-0.160
8.803,-0.315,-0.185
8.806,-0.305,-0.185
8.808,-0.315,-0.190
8.811,-0.325,-0.200
8.814,-0.310,-0.195
8.817,-0.295,-0.165
8.819,-0.300,-0.175
8.822,-0.305,-0.180
8.825,-0.310,-0.190
8.828,-0.325,-0.195
8.831,-0.315,-0.190
8.833,-0.315,-0.160
8.836,-0.305,-0.175
8.839,-0.305,-0.165
8.842,-0.325,-0.185
8.844,-0.320,-0.180
8.847,-0.320,-0.180
8.850,-0.310,-0.155
8.853,-0.305,-0.170
8.856,-0.320,-0.180
8.858,-0.320,-0.180
8.861,-0.320,-0.185
8.864,-0.310,-0.165
8.867,-0.305,-0.150
8.869,-0.290,-0.160
8.872,-0.285,-0.165
8.875,-0.290,-0.180
8.878,-0.305,-0.180
8.881,-0.310,-0.165
8.883,-0.300,-0.150
8.886,-0.300,-0.155
8.889,-0.310,-0.155
8.892,-0.315,-0.170
8.894,-0.315,-0.175
8.897,-0.310,-0.165
8.900,-0.295,-0.155
8.903,-0.300,-0.150
8.906,-0.295,-0.155
8.908,-0.315,-0.165
8.911,-0.310,-0.165
8.914,-0.290,-0.160
8.917,-0.265,-0.160
8.919,-0.240,-0.165
8.922,-0.255,-0.170
8.925,-0.240,-0.175
8.928,-0.250,-0.160
8.931,-0.225,-0.135
8.933,-0.225,-0.140
8.936,-0.215,-0.145
8.939,-0.210,-0.140
8.942,-0.200,-0.145
8.944,-0.195,-0.135
8.947,-0.195,-0.125
8.950,-0.180,-0.115
8.953,-0.175,-0.115
8.956,-0.180,-0.125
8.958,-0.205,-0.130
8.961,-0.215,-0.105
8.964,-0.210,-0.095
8.967,-0.210,-0.095
8.969,-0.210,-0.095
8.972,-0.210,-0.095
8.975,-0.215,-0.095
8.978,-0.225,-0.115
8.981,-0.210,-0.120
8.983,-0.180,-0.120
8.986,-0.170,-0.130
8.989,-0.185,-0.135
8.992,-0.240,-0.125
8.994,-0.255,-0.140
8.997,-0.255,-0.135
9.000,-0.270,-0.120
9.003,-0.275,-0.150
9.006,-0.285,-0.150
9.008,-0.300,-0.155
9.011,-0.300,-0.160
9.014,-0.315,-0.145
9.017,-0.305,-0.140
9.019,-0.300,-0.145
9.022,-0.295,-0.145
9.025,-0.300,-0.160
9.028,-0.315,-0.165
9.031,-0.310,-0.155
9.033,-0.310,-0.145
9.036,-0.300,-0.155
9.039,-0.300,-0.155
9.042,-0.305,-0.170
9.044,-0.315,-0.165
9.047,-0.325,-0.160
9.050,-0.320,-0.155
9.053,-0.320,-0.160
9.056,-0.320,-0.170
9.058,-0.325,-0.170
9.061,-0.340,-0.165
9.064,-0.335,-0.165
9.067,-0.325,-0.145
9.069,-0.315,-0.170
9.072,-0.320,-0.190
9.075,-0.345,-0.225
9.078,-0.370,-0.250
9.081,-0.395,-0.270
9.083,-0.425,-0.280
9.086,-0.445,-0.305
9.089,-0.465,-0.290
9.092,-0.510,-0.200
9.094,-0.530,-0.075
9.097,-0.485,0.040
9.100,-0.370,0.135
9.103,-0.235,0.215
9.106,-0.090,0.320
9.108,0.105,0.435
9.111,0.375,0.540
9.114,0.655,0.580
9.117,0.820,0.465
9.119,0.865,0.145
9.122,0.735,-0.155
9.125,0.450,-0.285
9.128,0.060,-0.250
9.131,-0.270,-0.200
9.133,-0.430,-0.180
9.136,-0.460,-0.190
9.139,-0.415,-0.190
9.142,-0.385,-0.185
9.144,-0.365,-0.195
9.147,-0.355,-0.185
9.150,-0.355,-0.175
9.153,-0.345,-0.190
9.156,-0.350,-0.195
9.158,-0.350,-0.205
9.161,-0.360,-0.205
9.164,-0.345,-0.185
9.167,-0.340,-0.165
9.169,-0.340,-0.185
9.172,-0.335,-0.190
9.175,-0.335,-0.210
9.178,-0.355,-0.210
9.181,-0.345,-0.200
9.183,-0.340,-0.190
9.186,-0.335,-0.185
9.189,-0.340,-0.195
9.192,-0.350,-0.210
9.194,-0.365,-0.210
9.197,-0.360,-0.190
9.200,-0.365,-0.180
9.203,-0.350,-0.190
9.206,-0.345,-0.195
9.208,-0.365,-0.215
9.211,-0.360,-0.215
9.214,-0.350,-0.195
9.217,-0.355,-0.185
9.219,-0.350,-0.180
9.222,-0.355,-0.185
9.225,-0.350,-0.200
9.228,-0.360,-0.205
9.231,-0.335,-0.190
9.233,-0.335,-0.180
9.236,-0.330,-0.185
9.239,-0.340,-0.195
9.242,-0.350,-0.195
9.244,-0.350,-0.195
9.247,-0.345,-0.190
9.250,-0.335,-0.185
9.253,-0.345,-0.195
9.256,-0.355,-0.195
9.258,-0.355,-0.205
9.261,-0.370,-0.200
9.264,-0.355,-0.190
9.267,-0.350,-0.185
9.269,-0.345,-0.195
9.272,-0.365,-0.210
9.275,-0.365,-0.215
9.278,-0.370,-0.215
9.281,-0.365,-0.205
9.283,-0.355,-0.190
9.286,-0.345,-0.190
9.289,-0.345,-0.205
9.292,-0.345,-0.220
9.294,-0.340,-0.215
9.297,-0.335,-0.205
9.300,-0.325,-0.210
9.303,-0.335,-0.220
9.306,-0.345,-0.230
9.308,-0.350,-0.240
9.311,-0.350,-0.255
9.314,-0.355,-0.240
9.317,-0.355,-0.225
9.319,-0.360,-0.230
9.322,-0.350,-0.250
9.325,-0.360,-0.250
9.328,-0.365,-0.260
9.331,-0.345,-0.260
9.333,-0.345,-0.255
9.336,-0.330,-0.260
9.339,-0.350,-0.285
9.342,-0.345,-0.295
9.344,-0.355,-0.300
9.347,-0.350,-0.285
9.350,-0.340,-0.280
9.353,-0.335,-0.290
9.356,-0.350,-0.305
9.358,-0.365,-0.315
9.361,-0.380,-0.320
9.364,-0.385,-0.310
9.367,-0.355,-0.305
9.369,-0.360,-0.310
9.372,-0.355,-0.320
9.375,-0.370,-0.325
9.378,-0.385,-0.335
9.381,-0.370,-0.320
9.383,-0.370,-0.300
9.386,-0.350,-0.300
9.389,-0.345,-0.300
9.392,-0.365,-0.285
9.394,-0.365,-0.280
9.397,-0.360,-0.260
9.400,-0.345,-0.240
9.403,-0.330,-0.235
9.406,-0.330,-0.225
9.408,-0.330,-0.230
9.411,-0.335,-0.225
9.414,-0.315,-0.190
9.417,-0.310,-0.180
9.419,-0.285,-0.185
9.422,-0.290,-0.180
9.425,-0.290,-0.195
9.428,-0.300,-0.180
9.431,-0.280,-0.170
9.433,-0.275,-0.160
9.436,-0.260,-0.170
9.439,-0.260,-0.170
9.442,-0.270,-0.180
9.444,-0.265,-0.180
9.447,-0.255,-0.170
9.450,-0.250,-0.155
9.453,-0.245,-0.155
9.456,-0.245,-0.160
9.458,-0.255,-0.180
9.461,-0.265,-0.175
9.464,-0.260,-0.165
9.467,-0.255,-0.160
9.469,-0.240,-0.170
9.472,-0.250,-0.175
9.475,-0.255,-0.190
9.478,-0.275,-0.190
9.481,-0.275,-0.175
9.483,-0.265,-0.165
9.486,-0.270,-0.175
9.489,-0.275,-0.180
9.492,-0.280,-0.185
9.494,-0.290,-0.185
9.497,-0.280,-0.185
9.500,-0.275,-0.165
9.503,-0.270,-0.185
9.506,-0.270,-0.185
9.508,-0.280,-0.205
9.511,-0.290,-0.210
9.514,-0.280,-0.195
9.517,-0.285,-0.170
9.519,-0.275,-0.180
9.522,-0.290,-0.185
9.525,-0.280,-0.190
9.528,-0.290,-0.200
9.531,-0.280,-0.200
9.533,-0.285,-0.195
9.536,-0.275,-0.200
9.539,-0.280,-0.205
9.542,-0.295,-0.210
9.544,-0.305,-0.215
9.547,-0.300,-0.205
9.550,-0.300,-0.205
9.553,-0.305,-0.220
9.556,-0.315,-0.215
9.558,-0.320,-0.225
9.561,-0.310,-0.215
9.564,-0.310,-0.210
9.567,-0.300,-0.190
9.569,-0.310,-0.205
9.572,-0.310,-0.215
9.575,-0.320,-0.220
9.578,-0.325,-0.225
9.581,-0.310,-0.210
9.583,-0.320,-0.200
9.586,-0.310,-0.205
9.589,-0.310,-0.215
9.592,-0.315,-0.220
9.594,-0.325,-0.225
9.597,-0.315,-0.215
9.600,-0.305,-0.205
9.603,-0.315,-0.195
9.606,-0.310,-0.215
9.608,-0.320,-0.230
9.611,-0.325,-0.235
9.614,-0.325,-0.220
9.617,-0.320,-0.205
9.619,-0.305,-0.220
9.622,-0.305,-0.230
9.625,-0.300,-0.240
9.628,-0.315,-0.235
9.631,-0.300,-0.215
9.633,-0.310,-0.210
9.636,-0.315,-0.205
9.639,-0.305,-0.205
9.642,-0.310,-0.210
9.644,-0.320,-0.215
9.647,-0.310,-0.220
9.650,-0.300,-0.205
9.653,-0.295,-0.220
9.656,-0.300,-0.230
9.658,-0.315,-0.225
9.661,-0.325,-0.225
9.664,-0.325,-0.195
9.667,-0.305,-0.195
9.669,-0.310,-0.220
9.672,-0.290,-0.230
9.675,-0.315,-0.250
9.678,-0.325,-0.240
9.681,-0.320,-0.225
9.683,-0.290,-0.210
9.686,-0.280,-0.210
9.689,-0.260,-0.230
9.692,-0.260,-0.235
9.694,-0.265,-0.240
9.697,-0.260,-0.210
9.700,-0.250,-0.195
9.703,-0.230,-0.195
9.706,-0.220,-0.190
9.708,-0.220,-0.200
9.711,-0.235,-0.195
9.714,-0.220,-0.180
9.717,-0.205,-0.180
9.719,-0.205,-0.190
9.722,-0.210,-0.190
9.725,-0.210,-0.180
9.728,-0.230,-0.185
9.731,-0.240,-0.165
9.733,-0.230,-0.165
9.736,-0.225,-0.175
9.739,-0.235,-0.185
9.742,-0.250,-0.200
9.744,-0.265,-0.195
9.747,-0.260,-0.185
9.750,-0.245,-0.180
9.753,-0.215,-0.195
9.756,-0.215,-0.195
9.758,-0.245,-0.215
9.761,-0.280,-0.200
9.764,-0.275,-0.210
9.767,-0.275,-0.195
9.769,-0.295,-0.225
9.772,-0.310,-0.235
9.775,-0.325,-0.245
9.778,-0.340,-0.245
9.781,-0.340,-0.220
9.783,-0.325,-0.230
9.786,-0.315,-0.220
9.789,-0.310,-0.225
9.792,-0.315,-0.240
9.794,-0.330,-0.225
9.797,-0.330,-0.210
9.800,-0.325,-0.220
9.803,-0.325,-0.230
9.806,-0.335,-0.230
9.808,-0.345,-0.240
9.811,-0.350,-0.245
9.814,-0.350,-0.245
9.817,-0.350,-0.240
9.819,-0.345,-0.235
9.822,-0.350,-0.240
9.825,-0.365,-0.255
9.828,-0.360,-0.255
9.831,-0.350,-0.250
9.833,-0.355,-0.230
9.836,-0.345,-0.240
9.839,-0.345,-0.250
9.842,-0.350,-0.265
9.844,-0.365,-0.290
9.847,-0.380,-0.310
9.850,-0.405,-0.305
9.853,-0.425,-0.335
9.856,-0.440,-0.355
9.858,-0.470,-0.335
9.861,-0.520,-0.270
9.864,-0.540,-0.160
9.867,-0.490,-0.050
9.869,-0.390,0.010
9.872,-0.260,0.065
9.875,-0.115,0.135
9.878,0.085,0.240
9.881,0.360,0.355
9.883,0.615,0.395
9.886,0.780,0.255
9.889,0.835,-0.015
9.892,0.720,-0.295
9.894,0.410,-0.405
9.897,0.030,-0.390
9.900,-0.255,-0.340
9.903,-0.415,-0.305
9.906,-0.470,-0.310
9.908,-0.465,-0.295
9.911,-0.435,-0.295
9.914,-0.395,-0.280
9.917,-0.375,-0.270
9.919,-0.370,-0.265
9.922,-0.375,-0.285
9.925,-0.375,-0.290
9.928,-0.390,-0.290
9.931,-0.400,-0.290
9.933,-0.380,-0.285
9.936,-0.385,-0.290
9.939,-0.385,-0.290
9.942,-0.385,-0.285
9.944,-0.385,-0.285
9.947,-0.370,-0.285
9.950,-0.370,-0.265
9.953,-0.360,-0.265
9.956,-0.380,-0.275
9.958,-0.380,-0.285
9.961,-0.385,-0.280
9.964,-0.370,-0.270
9.967,-0.370,-0.270
9.969,-0.365,-0.275
9.972,-0.375,-0.270
9.975,-0.385,-0.285
9.978,-0.390,-0.300
9.981,-0.390,-0.280
9.983,-0.385,-0.275
9.986,-0.385,-0.285
9.989,-0.395,-0.285
9.992,-0.390,-0.295
9.994,-0.400,-0.290
9.997,-0.405,-0.285
